hospital_id,hour,weekday,patient_count,emergency_count,wait_minutes
st_marys,19,2,72,10,10
metrocare,19,2,76,9,14
govt_hospital,19,2,56,12,14
city_general,20,2,88,18,20
st_marys,20,2,76,12,15
metrocare,20,2,75,11,6
govt_hospital,20,2,69,13,16
city_general,21,2,11,3,7
st_marys,21,2,12,0,6
metrocare,21,2,2,0,5
govt_hospital,21,2,26,1,12
city_general,22,2,24,0,17
st_marys,22,2,27,0,14
metrocare,22,2,21,3,7
govt_hospital,22,2,28,5,11
city_general,23,2,34,4,7
st_marys,23,2,25,4,3
metrocare,23,2,27,1,13
govt_hospital,23,2,35,2,4
city_general,0,3,23,7,10
st_marys,0,3,24,4,7
metrocare,0,3,15,9,6
govt_hospital,0,3,4,0,14
city_general,1,3,17,4,11
st_marys,1,3,19,4,-3
metrocare,1,3,33,4,8
govt_hospital,1,3,28,2,6
city_general,2,3,1,0,4
st_marys,2,3,17,0,7
metrocare,2,3,15,4,5
govt_hospital,2,3,9,0,9
city_general,3,3,11,0,6
st_marys,3,3,19,0,10
metrocare,3,3,10,0,0
govt_hospital,3,3,31,5,12
city_general,4,3,22,2,6
st_marys,4,3,16,1,7
metrocare,4,3,21,0,8
govt_hospital,4,3,31,5,8
city_general,5,3,25,8,8
st_marys,5,3,24,2,10
metrocare,5,3,34,1,15
govt_hospital,5,3,24,1,4
city_general,6,3,38,0,4
st_marys,6,3,10,0,3
metrocare,6,3,27,0,1
govt_hospital,6,3,19,2,5
city_general,7,3,18,6,6
st_marys,7,3,12,0,6
metrocare,7,3,33,1,8
govt_hospital,7,3,37,8,8
city_general,8,3,60,12,11
st_marys,8,3,52,12,10
metrocare,8,3,69,13,14
govt_hospital,8,3,59,12,16
city_general,9,3,40,1,10
st_marys,9,3,52,10,15
metrocare,9,3,45,8,8
govt_hospital,9,3,61,6,9
city_general,10,3,74,13,15
st_marys,10,3,57,10,13
metrocare,10,3,54,7,11
govt_hospital,10,3,51,8,15
city_general,11,3,57,10,21
st_marys,11,3,72,10,6
metrocare,11,3,50,9,6
govt_hospital,11,3,68,11,5
city_general,12,3,25,1,9
st_marys,12,3,11,1,9
metrocare,12,3,16,0,5
govt_hospital,12,3,7,2,4
city_general,13,3,21,0,5
st_marys,13,3,39,1,5
metrocare,13,3,28,5,13
govt_hospital,13,3,16,7,5
city_general,14,3,8,6,10
st_marys,14,3,26,3,8
metrocare,14,3,12,0,7
govt_hospital,14,3,23,5,10
city_general,15,3,23,0,4
st_marys,15,3,18,3,6
metrocare,15,3,23,4,12
govt_hospital,15,3,24,0,12
city_general,16,3,9,0,2
st_marys,16,3,38,0,9
metrocare,16,3,17,0,6
govt_hospital,16,3,15,5,12
city_general,17,3,78,12,13
st_marys,17,3,63,10,9
metrocare,17,3,74,10,14
govt_hospital,17,3,66,10,12
city_general,18,3,52,6,3
st_marys,18,3,64,12,9
metrocare,18,3,61,9,5
govt_hospital,18,3,59,8,11
city_general,19,3,67,10,9
st_marys,19,3,78,17,12
metrocare,19,3,72,12,16
govt_hospital,19,3,76,12,8
city_general,20,3,57,12,9
st_marys,20,3,69,10,10
metrocare,20,3,76,13,14
govt_hospital,20,3,61,10,7
city_general,21,3,19,4,6
st_marys,21,3,30,5,10
metrocare,21,3,31,0,9
govt_hospital,21,3,13,3,0
city_general,22,3,36,6,14
st_marys,22,3,17,3,3
metrocare,22,3,16,0,-4
govt_hospital,22,3,22,6,13
city_general,23,3,12,1,15
st_marys,23,3,13,0,9
metrocare,23,3,1,2,11
govt_hospital,23,3,39,6,5
city_general,0,4,26,4,9
st_marys,0,4,14,2,10
metrocare,0,4,11,4,6
govt_hospital,0,4,33,2,6
city_general,1,4,16,6,9
st_marys,1,4,20,1,8
metrocare,1,4,7,5,-2
govt_hospital,1,4,25,3,10
city_general,2,4,45,2,12
st_marys,2,4,23,5,7
metrocare,2,4,25,2,11
govt_hospital,2,4,22,2,13
city_general,3,4,20,5,6
st_marys,3,4,23,0,15
metrocare,3,4,10,5,6
govt_hospital,3,4,18,1,4
city_general,4,4,18,0,8
st_marys,4,4,17,3,5
metrocare,4,4,23,3,7
govt_hospital,4,4,15,6,5
city_general,5,4,9,3,7
st_marys,5,4,1,6,2
metrocare,5,4,20,4,7
govt_hospital,5,4,22,3,3
city_general,6,4,26,3,13
st_marys,6,4,14,5,9
metrocare,6,4,32,9,5
govt_hospital,6,4,1,0,9
city_general,7,4,25,9,8
st_marys,7,4,18,5,9
metrocare,7,4,13,2,8
govt_hospital,7,4,35,5,2
city_general,8,4,70,13,10
st_marys,8,4,62,1,8
metrocare,8,4,62,10,10
govt_hospital,8,4,50,7,10
city_general,9,4,60,4,10
st_marys,9,4,60,12,6
metrocare,9,4,32,0,6
govt_hospital,9,4,62,7,10
city_general,10,4,74,11,16
st_marys,10,4,66,10,6
metrocare,10,4,76,14,6
govt_hospital,10,4,56,10,12
city_general,11,4,56,8,13
st_marys,11,4,58,11,18
metrocare,11,4,45,7,15
govt_hospital,11,4,56,12,12
city_general,12,4,38,3,11
st_marys,12,4,29,2,8
metrocare,12,4,32,0,4
govt_hospital,12,4,25,5,6
city_general,13,4,15,0,9
st_marys,13,4,29,4,7
metrocare,13,4,16,5,12
govt_hospital,13,4,30,8,9
city_general,14,4,3,0,-1
st_marys,14,4,15,0,9
metrocare,14,4,21,5,8
govt_hospital,14,4,13,2,10
city_general,15,4,7,3,6
st_marys,15,4,3,6,3
metrocare,15,4,34,0,7
govt_hospital,15,4,20,1,14
city_general,16,4,22,2,3
st_marys,16,4,24,3,6
metrocare,16,4,18,4,9
govt_hospital,16,4,14,5,10
city_general,17,4,73,11,8
st_marys,17,4,82,13,0
metrocare,17,4,83,11,17
govt_hospital,17,4,65,8,10
city_general,18,4,69,14,15
st_marys,18,4,84,9,15
metrocare,18,4,83,14,19
govt_hospital,18,4,80,9,22
city_general,19,4,91,4,12
st_marys,19,4,85,15,9
metrocare,19,4,70,12,10
govt_hospital,19,4,66,14,7
city_general,20,4,93,18,20
st_marys,20,4,72,14,11
metrocare,20,4,59,9,2
govt_hospital,20,4,51,1,13
city_general,21,4,13,0,4
st_marys,21,4,15,2,3
metrocare,21,4,10,0,5
govt_hospital,21,4,29,0,9
city_general,22,4,32,6,7
st_marys,22,4,35,6,4
metrocare,22,4,15,3,5
govt_hospital,22,4,29,5,11
city_general,23,4,37,4,9
st_marys,23,4,9,4,12
metrocare,23,4,26,6,4
govt_hospital,23,4,33,3,17
city_general,0,5,36,4,15
st_marys,0,5,7,2,4
metrocare,0,5,30,1,8
govt_hospital,0,5,5,1,9
city_general,1,5,22,10,5
st_marys,1,5,8,1,5
metrocare,1,5,19,0,5
govt_hospital,1,5,8,0,1
city_general,2,5,25,5,1
st_marys,2,5,19,0,5
metrocare,2,5,7,0,2
govt_hospital,2,5,8,3,9
city_general,3,5,9,0,3
st_marys,3,5,1,2,4
metrocare,3,5,27,4,11
govt_hospital,3,5,3,4,5
city_general,4,5,3,4,5
st_marys,4,5,1,1,3
metrocare,4,5,1,4,11
govt_hospital,4,5,24,4,7
city_general,5,5,18,1,4
st_marys,5,5,16,6,2
metrocare,5,5,19,4,0
govt_hospital,5,5,11,4,2
city_general,6,5,12,2,6
st_marys,6,5,33,4,15
metrocare,6,5,27,1,10
govt_hospital,6,5,17,5,9
city_general,7,5,15,3,8
st_marys,7,5,1,0,0
metrocare,7,5,9,5,7
govt_hospital,7,5,7,0,7
city_general,8,5,47,2,12
st_marys,8,5,35,6,14
metrocare,8,5,35,3,13
govt_hospital,8,5,53,9,14
city_general,9,5,40,6,7
st_marys,9,5,45,6,6
metrocare,9,5,38,6,7
govt_hospital,9,5,46,5,13
city_general,10,5,42,0,8
st_marys,10,5,39,4,14
metrocare,10,5,54,3,6
govt_hospital,10,5,44,6,6
city_general,11,5,46,10,9
st_marys,11,5,33,14,1
metrocare,11,5,36,0,3
govt_hospital,11,5,43,8,9
city_general,12,5,11,3,2
st_marys,12,5,1,6,0
metrocare,12,5,14,6,5
govt_hospital,12,5,1,0,9
city_general,13,5,16,1,7
st_marys,13,5,1,10,2
metrocare,13,5,10,0,9
govt_hospital,13,5,6,5,5
city_general,14,5,7,0,0
st_marys,14,5,19,0,4
metrocare,14,5,7,6,9
govt_hospital,14,5,24,2,10
city_general,15,5,11,0,2
st_marys,15,5,1,5,5
metrocare,15,5,28,1,16
govt_hospital,15,5,1,4,10
city_general,16,5,21,5,6
st_marys,16,5,22,10,8
metrocare,16,5,23,0,4
govt_hospital,16,5,1,2,6
city_general,17,5,27,0,1
st_marys,17,5,51,5,9
metrocare,17,5,67,10,11
govt_hospital,17,5,44,2,5
city_general,18,5,53,6,9
st_marys,18,5,28,4,1
metrocare,18,5,25,2,4
govt_hospital,18,5,46,8,3
city_general,19,5,49,5,7
st_marys,19,5,41,4,9
metrocare,19,5,46,8,12
govt_hospital,19,5,50,4,10
city_general,20,5,42,6,7
st_marys,20,5,39,7,7
metrocare,20,5,71,13,15
govt_hospital,20,5,37,7,3
city_general,21,5,3,4,6
st_marys,21,5,9,0,8
metrocare,21,5,11,0,2
govt_hospital,21,5,24,4,1
city_general,22,5,9,2,6
st_marys,22,5,7,0,-2
metrocare,22,5,12,0,3
govt_hospital,22,5,4,2,8
city_general,23,5,11,2,3
st_marys,23,5,23,2,1
metrocare,23,5,27,0,9
govt_hospital,23,5,32,11,6
city_general,0,6,10,0,7
st_marys,0,6,21,0,10
metrocare,0,6,1,0,4
govt_hospital,0,6,4,0,3
city_general,1,6,8,7,5
st_marys,1,6,7,0,7
metrocare,1,6,25,4,9
govt_hospital,1,6,16,2,7
city_general,2,6,13,4,12
st_marys,2,6,21,5,0
metrocare,2,6,11,0,12
govt_hospital,2,6,16,1,3
city_general,3,6,17,0,4
st_marys,3,6,17,3,0
metrocare,3,6,13,0,0
govt_hospital,3,6,36,5,8
city_general,4,6,17,0,10
st_marys,4,6,3,0,3
metrocare,4,6,1,0,6
govt_hospital,4,6,12,0,16
city_general,5,6,13,0,1
st_marys,5,6,19,0,4
metrocare,5,6,15,10,3
govt_hospital,5,6,15,1,11
city_general,6,6,12,1,6
st_marys,6,6,9,2,8
metrocare,6,6,18,8,5
govt_hospital,6,6,16,3,-1
city_general,7,6,18,2,0
st_marys,7,6,6,6,5
metrocare,7,6,19,2,13
govt_hospital,7,6,15,0,6
city_general,8,6,34,9,12
st_marys,8,6,32,4,4
metrocare,8,6,56,7,12
govt_hospital,8,6,46,6,12
city_general,9,6,45,9,-1
st_marys,9,6,21,7,10
metrocare,9,6,24,0,6
govt_hospital,9,6,29,0,8
city_general,10,6,47,10,8
st_marys,10,6,54,9,4
metrocare,10,6,20,2,2
govt_hospital,10,6,36,6,7
city_general,11,6,39,6,0
st_marys,11,6,51,6,11
metrocare,11,6,27,2,7
govt_hospital,11,6,55,9,15
city_general,12,6,10,4,6
st_marys,12,6,5,0,4
metrocare,12,6,27,1,6
govt_hospital,12,6,1,0,12
city_general,13,6,5,1,3
st_marys,13,6,11,0,6
metrocare,13,6,9,3,0
govt_hospital,13,6,10,5,4
city_general,14,6,1,0,0
st_marys,14,6,22,2,4
metrocare,14,6,4,0,10
govt_hospital,14,6,1,0,3
city_general,15,6,1,2,2
st_marys,15,6,11,0,4
metrocare,15,6,2,5,4
govt_hospital,15,6,10,3,6
city_general,16,6,13,0,7
st_marys,16,6,10,5,6
metrocare,16,6,12,0,5
govt_hospital,16,6,6,0,10
city_general,17,6,47,13,8
st_marys,17,6,39,0,8
metrocare,17,6,35,7,7
govt_hospital,17,6,47,5,10
city_general,18,6,52,10,15
st_marys,18,6,58,4,9
metrocare,18,6,46,5,9
govt_hospital,18,6,61,12,3
city_general,19,6,56,11,19
st_marys,19,6,54,1,10
metrocare,19,6,42,8,12
govt_hospital,19,6,35,4,12
city_general,20,6,28,0,10
st_marys,20,6,53,7,10
metrocare,20,6,59,6,11
govt_hospital,20,6,49,10,8
city_general,21,6,20,4,5
st_marys,21,6,31,8,7
metrocare,21,6,10,0,9
govt_hospital,21,6,13,2,3
city_general,22,6,11,4,1
st_marys,22,6,3,0,2
metrocare,22,6,3,0,3
govt_hospital,22,6,14,2,8
city_general,23,6,26,4,17
st_marys,23,6,23,0,3
metrocare,23,6,1,0,12
govt_hospital,23,6,14,0,13
city_general,0,0,12,6,6
st_marys,0,0,6,3,5
metrocare,0,0,5,0,5
govt_hospital,0,0,14,4,6
city_general,1,0,49,4,16
st_marys,1,0,17,2,4
metrocare,1,0,10,0,3
govt_hospital,1,0,17,10,5
city_general,2,0,22,0,11
st_marys,2,0,9,0,3
metrocare,2,0,28,0,10
govt_hospital,2,0,28,4,5
city_general,3,0,18,5,0
st_marys,3,0,3,2,7
metrocare,3,0,27,4,5
govt_hospital,3,0,16,6,10
city_general,4,0,14,0,13
st_marys,4,0,26,2,6
metrocare,4,0,19,3,10
govt_hospital,4,0,22,4,7
city_general,5,0,6,0,4
st_marys,5,0,1,5,9
metrocare,5,0,10,8,9
govt_hospital,5,0,12,0,4
city_general,6,0,28,0,10
st_marys,6,0,29,3,8
metrocare,6,0,16,2,5
govt_hospital,6,0,28,9,9
city_general,7,0,28,4,6
st_marys,7,0,8,0,12
metrocare,7,0,8,0,7
govt_hospital,7,0,7,0,10
city_general,8,0,58,8,10
st_marys,8,0,64,8,18
metrocare,8,0,57,6,11
govt_hospital,8,0,58,12,11
city_general,9,0,70,6,9
st_marys,9,0,55,9,7
metrocare,9,0,65,8,11
govt_hospital,9,0,46,5,3
city_general,10,0,61,8,4
st_marys,10,0,82,12,7
metrocare,10,0,64,10,13
govt_hospital,10,0,55,7,6
city_general,11,0,52,8,11
st_marys,11,0,66,9,8
metrocare,11,0,68,8,11
govt_hospital,11,0,54,8,8
city_general,12,0,16,0,-1
st_marys,12,0,36,6,4
metrocare,12,0,24,3,5
govt_hospital,12,0,16,4,13
city_general,13,0,26,2,15
st_marys,13,0,11,5,9
metrocare,13,0,20,0,9
govt_hospital,13,0,16,4,1
city_general,14,0,12,1,1
st_marys,14,0,31,5,4
metrocare,14,0,24,1,4
govt_hospital,14,0,24,6,1
city_general,15,0,19,2,4
st_marys,15,0,23,1,7
metrocare,15,0,9,0,1
govt_hospital,15,0,23,3,11
city_general,16,0,37,3,13
st_marys,16,0,15,1,10
metrocare,16,0,9,0,0
govt_hospital,16,0,6,1,11
city_general,17,0,71,12,10
st_marys,17,0,63,10,12
metrocare,17,0,63,12,13
govt_hospital,17,0,76,11,10
city_general,18,0,64,12,10
st_marys,18,0,71,9,13
metrocare,18,0,70,5,8
govt_hospital,18,0,75,8,9
city_general,19,0,70,6,20
st_marys,19,0,74,12,6
metrocare,19,0,67,10,18
govt_hospital,19,0,77,11,13
city_general,20,0,62,8,15
st_marys,20,0,51,9,9
metrocare,20,0,51,8,13
govt_hospital,20,0,72,17,10
city_general,21,0,18,1,-2
st_marys,21,0,24,0,2
metrocare,21,0,17,2,3
govt_hospital,21,0,27,8,3
city_general,22,0,28,4,7
st_marys,22,0,18,0,7
metrocare,22,0,32,1,9
govt_hospital,22,0,39,4,16
city_general,23,0,16,2,8
st_marys,23,0,12,0,6
metrocare,23,0,28,0,4
govt_hospital,23,0,16,0,12
city_general,0,1,2,1,2
st_marys,0,1,1,4,0
metrocare,0,1,14,0,2
govt_hospital,0,1,12,0,8
city_general,1,1,9,3,6
st_marys,1,1,17,6,3
metrocare,1,1,25,7,14
govt_hospital,1,1,23,0,12
city_general,2,1,14,0,3
st_marys,2,1,11,2,7
metrocare,2,1,34,3,8
govt_hospital,2,1,23,3,9
city_general,3,1,19,4,13
st_marys,3,1,37,3,12
metrocare,3,1,7,0,-2
govt_hospital,3,1,9,5,5
city_general,4,1,24,5,5
st_marys,4,1,1,3,1
metrocare,4,1,20,6,4
govt_hospital,4,1,3,0,4
city_general,5,1,15,1,5
st_marys,5,1,6,0,5
metrocare,5,1,7,0,0
govt_hospital,5,1,14,3,10
city_general,6,1,16,7,3
st_marys,6,1,1,0,3
metrocare,6,1,20,0,3
govt_hospital,6,1,20,6,11
city_general,7,1,38,1,6
st_marys,7,1,20,4,4
metrocare,7,1,25,7,9
govt_hospital,7,1,24,5,6
city_general,8,1,59,8,8
st_marys,8,1,58,11,7
metrocare,8,1,49,5,5
govt_hospital,8,1,54,8,12
city_general,9,1,56,12,2
st_marys,9,1,58,6,11
metrocare,9,1,63,6,15
govt_hospital,9,1,37,4,4
city_general,10,1,60,4,8
st_marys,10,1,70,5,15
metrocare,10,1,73,11,17
govt_hospital,10,1,53,7,9
city_general,11,1,65,15,20
st_marys,11,1,64,9,14
metrocare,11,1,52,9,8
govt_hospital,11,1,65,6,10
city_general,12,1,33,0,4
st_marys,12,1,27,3,3
metrocare,12,1,30,6,12
govt_hospital,12,1,32,4,7
city_general,13,1,10,2,0
st_marys,13,1,24,1,6
metrocare,13,1,19,1,3
govt_hospital,13,1,7,3,0
city_general,14,1,16,6,5
st_marys,14,1,33,3,15
metrocare,14,1,26,3,11
govt_hospital,14,1,1,2,1
city_general,15,1,24,1,7
st_marys,15,1,11,4,0
metrocare,15,1,9,0,3
govt_hospital,15,1,23,5,0
city_general,16,1,10,0,7
st_marys,16,1,39,7,4
metrocare,16,1,16,2,8
govt_hospital,16,1,10,0,6
city_general,17,1,55,12,5
st_marys,17,1,69,7,10
metrocare,17,1,79,14,20
govt_hospital,17,1,68,7,9
city_general,18,1,89,15,9
st_marys,18,1,56,8,13
metrocare,18,1,68,8,15
govt_hospital,18,1,73,12,15
city_general,19,1,72,9,13
st_marys,19,1,80,16,16
metrocare,19,1,73,13,6
govt_hospital,19,1,61,6,12
city_general,20,1,56,10,7
st_marys,20,1,67,10,14
metrocare,20,1,61,8,14
govt_hospital,20,1,60,8,10
city_general,21,1,28,1,7
st_marys,21,1,7,0,4
metrocare,21,1,15,1,7
govt_hospital,21,1,12,0,4
city_general,22,1,13,3,19
st_marys,22,1,1,2,2
metrocare,22,1,18,1,2
govt_hospital,22,1,14,3,5
city_general,23,1,16,7,9
st_marys,23,1,16,0,9
metrocare,23,1,9,5,8
govt_hospital,23,1,16,3,9
city_general,0,2,36,6,14
st_marys,0,2,23,3,7
metrocare,0,2,1,0,9
govt_hospital,0,2,26,4,14
city_general,1,2,16,5,7
st_marys,1,2,30,3,8
metrocare,1,2,10,0,2
govt_hospital,1,2,6,0,5
city_general,2,2,18,6,6
st_marys,2,2,19,2,4
metrocare,2,2,23,1,11
govt_hospital,2,2,20,7,0
city_general,3,2,41,9,5
st_marys,3,2,21,4,12
metrocare,3,2,18,3,4
govt_hospital,3,2,36,2,9
city_general,4,2,13,0,4
st_marys,4,2,14,0,4
metrocare,4,2,24,3,5
govt_hospital,4,2,24,0,4
city_general,5,2,20,5,8
st_marys,5,2,28,7,2
metrocare,5,2,17,3,5
govt_hospital,5,2,24,1,5
city_general,6,2,30,3,3
st_marys,6,2,17,2,3
metrocare,6,2,19,2,0
govt_hospital,6,2,11,6,3
city_general,7,2,31,4,14
st_marys,7,2,27,4,7
metrocare,7,2,38,3,4
govt_hospital,7,2,23,5,10
city_general,8,2,54,5,6
st_marys,8,2,54,9,6
metrocare,8,2,68,9,10
govt_hospital,8,2,51,6,13
city_general,9,2,70,13,15
st_marys,9,2,71,14,15
metrocare,9,2,65,4,11
govt_hospital,9,2,79,12,6
city_general,10,2,39,6,9
st_marys,10,2,66,8,11
metrocare,10,2,67,8,7
govt_hospital,10,2,70,8,17
city_general,11,2,62,12,13
st_marys,11,2,55,8,13
metrocare,11,2,66,14,14
govt_hospital,11,2,65,11,15
city_general,12,2,3,2,-4
st_marys,12,2,4,1,0
metrocare,12,2,26,10,8
govt_hospital,12,2,11,2,2
city_general,13,2,11,0,4
st_marys,13,2,20,1,-3
metrocare,13,2,16,0,9
govt_hospital,13,2,11,2,8
city_general,14,2,3,5,4
st_marys,14,2,20,0,0
metrocare,14,2,23,1,10
govt_hospital,14,2,23,3,20
city_general,15,2,44,6,14
st_marys,15,2,26,6,5
metrocare,15,2,16,7,4
govt_hospital,15,2,21,4,7
city_general,16,2,10,6,11
st_marys,16,2,24,1,10
metrocare,16,2,14,0,7
govt_hospital,16,2,21,7,11
city_general,17,2,84,13,16
st_marys,17,2,72,2,14
metrocare,17,2,65,10,13
govt_hospital,17,2,67,11,7
city_general,18,2,74,6,1
st_marys,18,2,81,11,9
metrocare,18,2,77,11,10
govt_hospital,18,2,70,14,13
city_general,19,2,68,14,17
st_marys,19,2,65,7,12
metrocare,19,2,73,9,7
govt_hospital,19,2,77,15,18
city_general,20,2,59,7,10
st_marys,20,2,59,9,11
metrocare,20,2,82,8,3
govt_hospital,20,2,64,10,14
city_general,21,2,20,1,12
st_marys,21,2,11,0,8
metrocare,21,2,21,3,6
govt_hospital,21,2,13,2,8
city_general,22,2,22,2,9
st_marys,22,2,21,6,17
metrocare,22,2,16,0,5
govt_hospital,22,2,15,3,7
city_general,23,2,37,3,6
st_marys,23,2,30,7,7
metrocare,23,2,24,5,11
govt_hospital,23,2,11,1,7
city_general,0,3,5,0,0
st_marys,0,3,23,8,4
metrocare,0,3,13,0,8
govt_hospital,0,3,27,2,-5
city_general,1,3,32,5,1
st_marys,1,3,22,2,6
metrocare,1,3,19,0,10
govt_hospital,1,3,32,5,3
city_general,2,3,25,8,6
st_marys,2,3,16,2,3
metrocare,2,3,22,5,9
govt_hospital,2,3,26,0,8
city_general,3,3,44,10,17
st_marys,3,3,26,6,2
metrocare,3,3,38,8,8
govt_hospital,3,3,31,13,12
city_general,4,3,17,3,14
st_marys,4,3,20,0,6
metrocare,4,3,22,2,6
govt_hospital,4,3,3,1,5
city_general,5,3,22,2,4
st_marys,5,3,22,4,9
metrocare,5,3,9,0,7
govt_hospital,5,3,26,5,7
city_general,6,3,22,6,-2
st_marys,6,3,32,0,0
metrocare,6,3,35,2,17
govt_hospital,6,3,17,0,7
city_general,7,3,28,0,4
st_marys,7,3,12,0,7
metrocare,7,3,18,1,2
govt_hospital,7,3,23,0,6
city_general,8,3,73,9,14
st_marys,8,3,73,13,14
metrocare,8,3,52,8,10
govt_hospital,8,3,79,11,17
city_general,9,3,59,13,8
st_marys,9,3,45,6,5
metrocare,9,3,78,12,12
govt_hospital,9,3,74,9,9
city_general,10,3,59,4,16
st_marys,10,3,52,8,10
metrocare,10,3,53,11,15
govt_hospital,10,3,64,7,15
city_general,11,3,72,9,10
st_marys,11,3,68,5,12
metrocare,11,3,63,7,12
govt_hospital,11,3,65,12,15
city_general,12,3,18,6,5
st_marys,12,3,18,2,6
metrocare,12,3,15,4,7
govt_hospital,12,3,45,6,13
city_general,13,3,7,3,5
st_marys,13,3,10,0,8
metrocare,13,3,22,6,8
govt_hospital,13,3,14,4,12
city_general,14,3,11,2,4
st_marys,14,3,1,0,9
metrocare,14,3,17,2,8
govt_hospital,14,3,9,1,3
city_general,15,3,6,0,-2
st_marys,15,3,9,3,7
metrocare,15,3,21,0,6
govt_hospital,15,3,33,10,12
city_general,16,3,21,0,9
st_marys,16,3,29,6,8
metrocare,16,3,19,1,4
govt_hospital,16,3,1,1,4
city_general,17,3,60,7,9
st_marys,17,3,68,6,11
metrocare,17,3,67,11,11
govt_hospital,17,3,77,11,11
city_general,18,3,66,10,11
st_marys,18,3,77,15,15
metrocare,18,3,56,6,6
govt_hospital,18,3,71,4,14
city_general,19,3,77,8,14
st_marys,19,3,69,10,8
metrocare,19,3,54,7,7
govt_hospital,19,3,53,13,8
city_general,20,3,72,8,15
st_marys,20,3,74,13,20
metrocare,20,3,79,11,18
govt_hospital,20,3,64,12,8
city_general,21,3,18,3,12
st_marys,21,3,40,10,4
metrocare,21,3,9,0,0
govt_hospital,21,3,27,1,10
city_general,22,3,25,6,5
st_marys,22,3,9,5,3
metrocare,22,3,17,0,3
govt_hospital,22,3,13,0,5
city_general,23,3,1,2,5
st_marys,23,3,33,7,13
metrocare,23,3,30,4,13
govt_hospital,23,3,12,6,-1
city_general,0,4,1,0,1
st_marys,0,4,28,6,7
metrocare,0,4,27,5,8
govt_hospital,0,4,14,4,0
city_general,1,4,23,0,3
st_marys,1,4,14,0,6
metrocare,1,4,16,0,10
govt_hospital,1,4,26,1,5
city_general,2,4,7,3,0
st_marys,2,4,29,0,4
metrocare,2,4,25,0,6
govt_hospital,2,4,18,2,13
city_general,3,4,24,2,5
st_marys,3,4,23,5,12
metrocare,3,4,10,2,0
govt_hospital,3,4,25,3,12
city_general,4,4,18,2,12
st_marys,4,4,4,0,8
metrocare,4,4,17,7,0
govt_hospital,4,4,39,4,18
city_general,5,4,17,1,1
st_marys,5,4,46,9,10
metrocare,5,4,15,9,7
govt_hospital,5,4,5,0,9
city_general,6,4,19,2,11
st_marys,6,4,12,0,7
metrocare,6,4,13,0,11
govt_hospital,6,4,13,5,4
city_general,7,4,22,4,7
st_marys,7,4,11,2,13
metrocare,7,4,23,4,2
govt_hospital,7,4,5,0,13
city_general,8,4,72,14,13
st_marys,8,4,52,8,11
metrocare,8,4,69,8,15
govt_hospital,8,4,61,12,9
city_general,9,4,52,8,7
st_marys,9,4,61,10,10
metrocare,9,4,35,4,10
govt_hospital,9,4,51,7,7
city_general,10,4,61,8,11
st_marys,10,4,68,5,15
metrocare,10,4,53,13,9
govt_hospital,10,4,55,7,5
city_general,11,4,51,14,5
st_marys,11,4,62,10,7
metrocare,11,4,62,8,14
govt_hospital,11,4,68,8,11
city_general,12,4,30,5,2
st_marys,12,4,18,4,5
metrocare,12,4,32,3,9
govt_hospital,12,4,43,8,6
city_general,13,4,13,4,10
st_marys,13,4,29,1,8
metrocare,13,4,26,2,7
govt_hospital,13,4,5,0,1
city_general,14,4,5,0,9
st_marys,14,4,19,1,2
metrocare,14,4,23,0,4
govt_hospital,14,4,10,1,5
city_general,15,4,23,0,13
st_marys,15,4,32,1,4
metrocare,15,4,29,7,6
govt_hospital,15,4,7,0,2
city_general,16,4,8,1,7
st_marys,16,4,14,1,4
metrocare,16,4,11,7,6
govt_hospital,16,4,28,1,8
city_general,17,4,67,7,7
st_marys,17,4,77,9,7
metrocare,17,4,68,7,12
govt_hospital,17,4,66,15,17
city_general,18,4,51,9,4
st_marys,18,4,64,10,7
metrocare,18,4,94,10,15
govt_hospital,18,4,69,13,10
city_general,19,4,63,16,15
st_marys,19,4,84,14,7
metrocare,19,4,48,9,9
govt_hospital,19,4,62,7,13
city_general,20,4,84,12,13
st_marys,20,4,63,7,19
metrocare,20,4,65,8,16
govt_hospital,20,4,58,9,7
city_general,21,4,10,2,14
st_marys,21,4,26,7,4
metrocare,21,4,25,0,6
govt_hospital,21,4,12,3,3
city_general,22,4,27,6,3
st_marys,22,4,34,9,-2
metrocare,22,4,16,8,5
govt_hospital,22,4,14,0,8
city_general,23,4,16,0,4
st_marys,23,4,17,1,5
metrocare,23,4,18,0,3
govt_hospital,23,4,15,5,-1
city_general,0,5,10,0,3
st_marys,0,5,3,2,6
metrocare,0,5,28,7,6
govt_hospital,0,5,10,3,3
city_general,1,5,1,1,7
st_marys,1,5,25,6,7
metrocare,1,5,11,1,5
govt_hospital,1,5,15,3,10
city_general,2,5,35,5,4
st_marys,2,5,9,0,4
metrocare,2,5,32,3,12
govt_hospital,2,5,14,1,7
city_general,3,5,1,3,5
st_marys,3,5,12,0,11
metrocare,3,5,7,0,7
govt_hospital,3,5,20,0,8
city_general,4,5,10,1,4
st_marys,4,5,21,8,1
metrocare,4,5,12,0,9
govt_hospital,4,5,31,5,3
city_general,5,5,14,5,-7
st_marys,5,5,17,1,3
metrocare,5,5,22,0,12
govt_hospital,5,5,20,1,-1
city_general,6,5,11,4,10
st_marys,6,5,11,0,8
metrocare,6,5,22,3,9
govt_hospital,6,5,7,0,6
city_general,7,5,16,0,9
st_marys,7,5,20,6,8
metrocare,7,5,16,0,9
